id,tweet,label
509,"""@clzixn ok déjà jte met en situation :
",0
510,J'comprends tjrs op les truc de burger..Sandwich ou Pizza je ne sais op kw...mais Yassa bima agné today🤗nooo❤mani sougnou lék yi dou combat ak lék toubab yi🤤,0
511,"""@Milh_Pertuis @hfarid22764184 Ils ne se posent pas la question 🤣🤦‍♀️ je ne comprends pas non plus. Hier encore ma sœur s'inquiétait de l'extrême droite aux élections """"pas qu'on ait un Hitler qui fasse pareil"""". Je lui ai dit regarde moi, je suis traitée comme une juive sous les nazis. Elle a buggué grave.""",0
512,Ça va siester un peu ma semaine m’a crevé,0
513,"""@Pylolote @SilkysilkK @LalobaRose Je n'ai jamais cru aux horoscopes
",0
514,"""@spacertime @alexiscorbiere Je n'ai jamais cru aux horoscopes
",0
515,"Négro tu t'es mis tout le rap us a dos, même des gens de Baton Rouge. https://t.co/kot7VmeOIv",1
516,@PatrioticRn2 Nazi traitors,1
517,@DylanFCM @FCMetz Bravo marre de cette apathie général au club on crève à petit feu mais ca à l air de déranger personne 💪💪💪💪👏👏👏🇱🇻🇱🇻🇱🇻🇱🇻,0
518,Elle ma blocker la bouzin https://t.co/sLb9tpVY7a,1
519,@Mouffette_oui @AntoineGoya Trop fort je suis plié chapeau cette homo érotisme derrière le virilisme crève les yeux,0
520,"Je me suis pétée la hanche, et j’ai chopé la crève à cause de vos conneries de sauter en maillot de bain dans la neige. Bye",0
521,"@i24NEWS_FR Hé oui, salut nazi, doigt d'honneur, crachats et haine... Et pourtant ils n'ont pas le type blond aux yeux bleus. Mais qui l'eut crû, ce n'est pas comme si dans l'histoire il y avait eu sympathie entre le III reich et le grand mufti de Jéru",1
522,"@RokhayaDiallo @GillesClavreul Le rapport au corps de la femme noire en 1932, et le colonialisme, dans L'heure du nègre, de Simenon, l'amant de JB auteur du JB's magazine.",0
523,@Asoliloutre Faudrait vraiment que les gens arrêtent d'utiliser le mot socialisme pour les courant néo nazi,0
524,Personnellement je voterai pas mais si ta le choix entre Macron Lepen ou Zemmour bah ta pas forcément le choix de voter macron sauf si t’es un nazi biensur https://t.co/hHmLcOiVtH,1
525,"""C’est peut être ça l’utilité politique de Zemmour;  pendant que lui et son équipe de nazi tambourinent à la porte, y’a l’autre crâne d’œuf de Ciotti qu’est rentré par la fenêtre, qu’à commencer à changer les meubles et à ramener ses potes""; ",1
526,@CNEWS Il y a environ dix lois qui l'interdisent ! Si Hitler avait eu les mêmes moyen de propagande il aurait conquérit le monde . L'histoire se répète,0
527,@BESANCONChrist2 @isabelledemtp @ArthusBrega @JuniorGuibole @LE_GENERAL_0FF_ @les_deqodeurs @PierreRuszczyn1 @PeterbobBaze @Brusa Ça vaut peanut pour ces néo Nazi.,1
528,"""📢 Arrêtez avec vos rêves à la con d'un sauveur miraculeux, le tout """"vaccinal obligatoire"""" est dans les tuyaux et ce n'est pas en étant crevé que vous aiderez votre famille ou votre pays #Zemmour #MLP #NonALaVaccinationObligatoire #NonAuPassSanitaire #Resistance #COVID19France https://t.co/o6LhigkN6z""",0
529,"@Mugidoriya Mdrrr certes j'admire son intelligence hors du commun, mais je n'oublierais pas pour Ouki... qu'il crève ce chien !",0
530,Britney je l’aime trop mais le Photoshop sur ses photos ptn ça crève les yeux 😭,0
531,"""@MidiTreize @BerbacheSamir1 @CCIEurope Vous mélangez tout, votre médiocrité est risible. La shoah, c’est Hitler. Si pour vous tous les blancs sont des nazis, je me peux rien pour vous.
",0
532,"@T_Bouhafs Le niveau du tweet bordel. D'ailleurs Hitler adoré les chiens, donc ceux qui adore les chien vous savez ce que vous êtes...",0
533,@bwabwamechant Logique elle a du sortir avec un negro ouh,1
534,@LeCrapuleux @LalobaRose @Brun01160147 @franceinter @alexiscorbiere Donc en gros t'es en train de faire une comparaison débile avec un nazi qui est pris comme exemple par les gens qui pensent comme toi sur le sujet?,0
535,"@mallottru @GhislainTourne1 @CValande @ZemmourEric Oui, à la droite d'Hitler",1
536,"@coolbritania @paul_vacca @redacTendances Quand on passe les 1ères générations de CD à l'envers sous les griffes d'un chat on entends distinctement Pascal Nègre déclarer que tout le catalogue de Licence IV est chez Universal. - Et, ça, peu de gens ",0
537,"oui on peut vouloir dormir vite et bien alors on prend des xan: de mon expérience on crève pas avec 12 xan, 7 lorazepam et etc en même temps hein donc tranquille",0
538,"""voilà, voilà, voilà, voilà qui je suis
",0
539,"@lehai33 Et crevé, il vous restera quoi à perdre ?",0
540,@Alphanumrique2 Il faudrait lui dire que Hitler n'était pas d'extrême droite mais socialiste 😂😂😂,0
541,Je crève aujourd'hui je suis à la vaisselle jusqu'à 22h et demain je 8-15 ça va être dur de se lever,0
542,"""📢 Arrêtez avec vos rêves à la con d'un sauveur miraculeux, le tout """"vaccinal obligatoire"""" est dans les tuyaux et ce n'est pas en étant crevé que vous aiderez votre famille ou votre pays 😡#Zemmour #MLP #NonALaVaccinationObligatoire #NonAuPassSanitaire #Resistance #COVID19France https://t.co/5f8RdSESB2""",0
543,"""@SMS13265019 @BlackRoots75 @marclev01189871 Peronne...Peronne ? 🤔
",0
544,on m’a toujours dit que si les gens parlent dans ton dos negro tu peux être fière de toi,1
545,"""Ça nous rappelle l'occupation nazi et le contrôle du """"laisser passer"""" ça me donne envie de vomir ! https://t.co/1cU2CBosRP""",0
546,@LaraTatouille15 Je pense qu'il faut s'attendre à voir des choses qu'on ne pensait jamais revoir...mon petit doigt me dit que s'ils nous ont bassiné comme ça avec Hitler et ses méthodes c'est pas forcément pour rien. Vivement l'électrochoc,0
547,"""Un assassin, ma sœur fait partie de ceux-là...
",0
548,Quand j’entends se foutu negro faire « Dori Dori nyan » a 3h du mat je me dis que les recherches de Check Anta Diop n’ont servi à rien https://t.co/3FqpzJRzjT,1
549,"""Première année, nation Nègre et Culture
",1
550,@LTherese849 C'est totalement irrespectueux envers les victimes des nazi en plus d'être faux,0
551,"Les Millenials, ça vous ferait rien de vous réveiller? Je sais que vous avez grandi dans une société de merde où on vous a fait comprendre que les dés étaient pipés dès la naissance, mais là, vous allez vivre des élections où vous aurez le choix entre Pétain, Hitler et Trump.",1
552,"À chaque fois qu'une personne aux tendances racistes me dit: « Tu me méprises juste parce que je ne pense pas comme toi. », je ris en m'imaginant Hitler dire: « Vous me méprisez juste parce que je ne pense pas comme vous. »",1
553,@JDfrts Mon père a eu le covid en étant vacciné et grâce au vaccin il a juste eu une bonne crève,0
554,"""📢 Arrêtez avec vos rêves à la con d'un sauveur miraculeux, le tout """"vaccinal obligatoire"""" est dans les tuyaux et ce n'est pas en étant crevé que vous aiderez votre famille ou votre pays 😡😡😡👊 https://t.co/aE3Qa00p6R""",0
555,"@Pierre77200 Les femmes, au travail, surtout les cheffes sont sans pitié pour les autres femmes : c'est marche ou crève !",0
556,"""📢 Arrêtez avec vos rêves à la con d'un sauveur miraculeux, le tout """"vaccinal obligatoire"""" est dans les tuyaux et ce n'est pas en étant crevé que vous aiderez votre famille ou votre pays 😡😡😡👊 https://t.co/WcAVFVGYMS""",0
557,@pablo_diablo412 @hodorsthesaurus @darren98_99 @BBCBreaking OK nazi sympathiser,1
558,"@TarioRefrat @LaColitruche Et bien vous voyez : quand c'est soigné, c'est bénin ! Mais qd on reste chez soi avec du Doliprane, en attendant de s'étouffer, soit on se tape un covid long si on est jeune ( et sans doute carencé comme beaucoup de gens), s",0
559,@Finito94 Vrai negro aime vrai negresses,1
560,@Sombre__Negro On dirait manolo 🤣🤣🤣,1
561,"@ConflitsFrance Cet homme promeut une idéologique quasi-similaire à celle d’un certain Adolf Hitler, en s’acharnant, stigmatisant une patrie de la société et en étant persuadé que le monde irait mieux sans ces personnes. Je ne trouve pas ça cho",0
562,"@EriattH @chamellow8 Les mêmes qui se la jouaient victime du système quand fallait écrire en français, que fallait els aider et comprendre nanana, arrivé en sport c'est marche ou crève",0
563,@vodkcup j’ai lu bougnoul,0
564,"""@Qofficiel Bjr, la victoire de """"ERIC"""" Ciotti aux LR c'est surtout celle de """"ERIC"""" zemmour donc si on compte TOUT 35 % de fascistes (RN et Z)+ 25% des LR soit 4 ou 5 % cela fait presque 40% de fascistes en France, on peut préparer la 3è guerre mondiale, hitler en 33  44 %""",1
565,"@tvanouvelles donc 10% des PME quebecoise survives grace au salaire de creve faim ?   cmon , lests go , qu'on passe a 18$ tusuite",0
566,"Les voitures qui te doublent n'importe comment, les voies en mauvais état, les piétons qui te calculent pas, pouah... en plus t'en chies, t'arrives en sueur à moitié crevé, mais quel enfer",0
567,"""@yanntoutcourt @Lunella_Moon @emma_ducros Zemmour, Le Pen, ton oncle...
",1
568,@Poulin2012 État NAZI,1
569,@YPixa @Yotroll @ratkinie Quel sophisme. Personne ne propose de tuer des gens. Même Hitler ne le proposait pas pendant sa campagne. Argument invalide.,0
570,SI C’ÉTAIT LES NEGRE oui tkt on voit bien https://t.co/lkvxABZEXj,1
571,@f_philippot Ex état NAZI,1
572,@gegelsmr2 Nazi France,1
573,Negro est tout mignon donc fait belek à ta racli,1
574,Celui qui a eu l'idée de mettre du nazi dans le riz j'espère tu ira au paradis inchallah psk le maeler à madji c duuur,0
575,J'espère que le nazi Éric ciotti va sauté au 2nd tour,1
576,"@ThiOswald Avec Christine Kelly, Charlotte creve l'écran de nos téléviseurs par leur intelligence, leur classe et leur beauté. Voilà deux très belles femmes Françaises",0
577,@pierre_comete73 @TomTom91098070 @CNEWS Je pense que Pétain n'aurais jamais du se retrouver à 83 ans à la tête des armées française contre l'Allemagne Nazi. Il n'avait plus les capacités ni les épaules pour assurer ce poste. Il est responsable de ,0
578,que quelqu’un fasse sauter le compte de femme d’influence je vous jure on est trop crevé,0
579,Autriche : l’ex-chancelier Sebastian Kurz quitte la vie politique https://t.co/KSw9OCTIZn Bon débarras le nazi !,1
580,Non qu’il crève https://t.co/bYtThcYCdj,0
581,"@f_philippot Les nazis ne sont jamais parti. Ils ont été promus dans les organisations européennes pour se faire oublier et maintenant, ils repassent à l’attaque avec le même modus operandi via le bloc germanique nazi",1
582,Un gars avec des mcqueens c’est inévitablement un reubeu francisé,1
583,"Il me faut un remède contre la migraine, je suis preneuse de toute sorte d’idée. Je crève et le doliprane n’est même pas un peu utile.",0
584,@lancelot964 Ciotti est un fachiste nazi qui rappel les heures les plus sombres de notre ......,1
585,"""@FourmiPrepper @LECHATROUGEoff1 Buchenwald est un camp de concentration nazi créé en juillet 1937
",0
586,"""@JimmySDR Sa boxe du samedi soir ????
",0
587,"""@Livrenoirmedia Les gens , vous ouvrez vos bouches mais dès qu'il se passe quelque chose comme ça , vous filmez ou vous tournez le dos.
",0
588,@boursoman1987 @C1ndy9 @afpfr Ça fait beaucoup de français d’extrême droite et de juifs nazi hein ! Allez retourne chez zavatta il cherche un clown 🤡,1
589,@ECiotti Notre furher a beaucoup fait... Comme Hitler,1
590,"""@veroniquegenest Désolé,  de le dire de cette façon 
",0
591,@Sassi_Negro  vite il va plus en rester https://t.co/SnI3Pyea1T,0
592,L'Allemagne renoue avec #Nazi  Autriche aussi...ns sommes comme en 40...va t'il se passer la mme chose ?oui bien sur .. qq résistants et un tas de collabos.. je me défendrais et je tu e rais ces connards de vax sans pitié et cela pour l'humanité voilà l'amour ceux des résistants,0
593,@Dre_C_Hamel Mince ! Tu as chopé la crève ?,0
594,@Neo_Chronos @eko_smash @AstralSirknight @Negato77 en vrai heureusement qu'il creve a 0 depuis 3 ans,0
595,"""@zoomabus On m'a dit il y a quelque temps que les nazis qui n'avaient pas été pendus avaient été envoyés en Amérique sous de faux noms. Qu'ils ont organisé un parti nazi. Tous ne sont pas allés en Amérique du Sud comme le veut la légende.
",0
596,"Parle pas trop de tes rêves, ces fils de lâches, ne voudront pas que t’y arrives. Te noieront, avant que t’atteignes la rive, n’aiment pas voir négro au sommet",1
597,"""🕌🔞🕌🔞🕌
",0
598,@gueuseafrange la crève jusqu’à Avril… 🤝,0
599,"Au delà du photoshop un peu couillon pour juste 11 ans dans le futur, le truc qui crève le cœur c'est que même dans 40 ans aux portes de la mort, le mec refusera de l'admettre (ou alors dans un live Twitch avec Samuel Etienne). https://t.co/LLV7DQnUYZ",0
600,"""Des fois j’ai tellement envie d’ouvrir une église tel un bon negro crédule….
",1
601,"""🕌🔞🕌🔞🕌
",0
602,@Fatma_masoud98 Moi tu vois pour me choquer il aura fallut 2015,0
603,"""@philippe_barthe Sous un """"Heil Hitler"""" de ses nombreux fantassins fanatiques d'un triste passé.""",0
604,@PamyG0AT Je jure que Pochettino est nocif au PSG il bride tout le monde,0
605,@Merci__aurevoir Crève leur les yeux,0
606,Lundi retour au taff comment j’ai mal de partout une certaine envie de crevé,0
607,À vomir ..TOTALITARISME!!!  Image nazi ! https://t.co/eiTavCLLJQ,1
608,"@EugenieBastie Le néo-fascisme est de gauche aujourd'hui, ça crève les yeux",1
609,"@CommanderTorenn On va faire court,je ne m,intéresse pas à Zemmour et il se comporte comme un nazi! Et je ne polémique pas sur les fou.🦋🦋🦋",1
610,@Louis__Clement @Edel95169877 Cheh creve en silence nous on pète la forme.,0
611,"""Héhé ils ont la niaque les gaillards , bravo
",1
612,@diezdiez3 @SaoulMatt En faite tant que l’émir continuera de vouloir gérer en l’état les choses tu peux même ramener Hitler ça bougera pas,0
613,"@Henry7525 @oooANONYMEooo @yanber_be @alexvizorek C'est un lobbying sous forme de proposition à l'UE comme il y'en a des dizaines de milliers chaque année, rien ne dit que ce sera appliqué. Perso je ne vois pas l'utilité de ce texte, mais je ne vois p",0
614,C'est le concours du plus gros nazi du pays 2022 en fait. Si t'es un suceur d'arabe (comprendre : pas un nazi) ça sert à rien de parler,1
615,"@Taeyonce95 elle nous a clairement traité de sale nègre, je rêve pas ?",0
616,Une droite bien raciste bien neo nazi,1
617,"@Livrenoirmedia Exécution publique sur la place de la mairie de cette sale race. Comme au bon vieux temps de la royauté, Louis XIV doit se retourner dans sa tombe !",1
618,Pas un negro qui tweet ça https://t.co/qVna5Ntyvg,1
619,@mouche_scara @SchwarzioZob @PierreLeCuck @AarkusKara J ai pas compris mais que le progrès vous pénètre cher.e ami.e  🙏🏿 de toute façon avoir une bonne orthographe est un truc de fachos nazi homophobe d'extrême droite,1
620,"""Top 5
",0
621,@babygirlalili @Kibongoooh le tetme negro est devenu raciste. avant il etait pas t bete ou quoi,0
622,@issoubaby 😂😂😂😂 crève,0
623,"""Andrew Garfield (38 ans)
",0
624,@YvPasco @Jean_claude_IDF @m4kr0n2o22 En ce moment J’écoute Cioti et je pense un certain qui finit en i Copain à Hitler,1
625,"""Une pensée compatissante pour ces militants LR qui vont devoir choisir entre la Bécassine du XXIe siècle et le méchant nazi d'Indiana Jones
",1
626,@Li_cannedefer @Julien39261587 @MatriceJacobine @DokBraun972 @MarxCyberpunk Voilà je suis transphobe. Mais c'est normal puisque je suis nazi et aussi intégriste.,1
627,"""@JeanPierreG9 fini la tolérance de ces politiques génocidaires,  après Hitler on avait dit """" plus jamais ça"""" mais son esprit est revenu, il est temps de nous battre. a commencer par la participation aux manifestations ce samedi en masse.""",0
628,"pr contre tous les médecins ils sont trop beaux genre mon généraliste je crève pour lui, ma psychiatre mama quelle femme, mon addicto une frappe et mon psy il est trop kiki",0
629,"J’ai une ptnn de crève, j’ai 39 de fièvre et je vais bosser quand même alors que le seul truc que je demande c’est DORMIR",0
630,negro assis-toi et parle on est là pour t'écouter https://t.co/w5UQJ9A3Dh https://t.co/uhDvsUIZZ5,0
631,négro j'plane comme si j'ai un jetpack,0
632,"""@30exact 1 + grande autonomie"""". Selon Kluke, Himmler était """"beaucoup plus disposé à éliminer les éléments nordiques des races non allemandes, i.e., à mener ces expéditions de pêche biologique [à la recherche d'Aryens] parmi d'autres peuples, qu'Hitler lui-même trouvait si douteuses.""""""",0
633,Vous êtes grave qu’est qu’on s’en beur de vos e flirt ou mec de merd vous forcez https://t.co/mzbOnpvvB0,0
634,"@thierry27200 @MarianneleMag Il vient du bled peut être . En Algérie de mon temps , on appelait cet endroit le village nègre . Quelqu’un a connu ?",1
635,Hamza a dit : « j’suis un jeune negro d’Europe » https://t.co/goAyfVkKaB,0
636,@Benedettomf La Nazi and Barbelés Association. La plus belle des ligues fermées du monde,1
637,"""@30exact de la Berliner Universität, qui a plus tard aidé Himmler à planifier l'évacuation massive des populations slaves d'Union soviétique, déclara que, contrairement aux projets nationalistes d'Hitler, Himmler favorisait """"1 politique conçue en des termes tout à fait différents :👇""",0
638,@crypthom1 @tristanmf @21Millions_ He bien arrêtez déjà de voir l'extrême droite partout. Ce n'est pas parce qu'on n'est pas d'accord sur un sujet qu'on est forcément un criminel nazi qui mangent des petits nenfants de migrants au ptit déj et qui vi,0
639,"""@Henry7525 @oooANONYMEooo @yanber_be @alexvizorek Et votre raisonnement logique est faux. Ce n'est pas parce que les nazis ont brûlé des livres, que brûler des livres = Nazis.
",0
640,"@BFMTV Bon la Merkel , arrêtes de faire ta gamine là ! L' histoire avec Hitler ne t'a pas servi apparemment, tu réitères encore et encore ! RÉVEILLES-TOI bordel ça urge !",0
641,@Catb0yCommunist Ton père est nazi,1
642,@renaudpila Il a crevé l’écran pendant toute cette campagne alors que personne misait sur lui. Ce n’est presque pas une surprise,0
643,"""@30exact Je me laisse guider par les mots (évidemment la """"Fishing expedition"""" d'Himmler est à l'opposé de la mienne). Traduction:
",0
644,j'lui crève les yeux si il me fais ça lvdm https://t.co/A0lLdIiLAS,0
645,@EricNoirez @lindsay16069030 Quand je pense qu Hitler a pris le pouvoir a cause de la planche à billets !! L histoire nous apprend rien apparemment,0
646,@Stormwindx2 @gabrielboric Votas a un nazi??,1
647,"@AnasseKazib @AbdoulayeK3 Sinon Anasse, cela fait quoi de travailler pour une société qui a acheminé les juifs vers les camps de la mort sous l'occupation nazi? Est ce que vous allez démissionner de votre boulot?",0
648,"""emir «y’a bamboula» le batard 
",1
649,Bah enfaîte il as exactement la même idéologie envers les musulmans que celle qu'avait Hitler envers les juifs. La France n'as donc rien retenue de la 2e guerre mondiale. Tous ses gens sont mort pour rien. https://t.co/YhcpPJAlvQ,0
650,"@Raphael_Venault @MarianneleMag @ECiotti Heu Ciotti est un traitre qui a vote le traite de Lisbonne. Puis si LR crève, ça ne peut qu'être bon pour le pays.",0
651,BONJOUR ! je suis crevé ALED | Hésitez pas à venir jouer ou discuter |  #CHILL !discord !twitter https://t.co/leXExEcNsT,0
652,@ConflitsFrance Pays de nazi ça change pas.,1
653,"""Dans le dernier tweet, barrez """"extrêmes"""" et mettez """"nazi"""" a la place.
",1
654,@__weemo__ @FirstMagLeVrai Le ballon est égaré ou bien que dois je en faire les gars là on remis le ballon d or à qui ne fallait pas sinon ce qui est fait est fait point bar je ni peut rien Le meilleur gardien été Édouard mendy comme c est un afric,0
655,@auyaastp il mérite de crevé lui,0
656,"@ZemmourEric Il est invraisemblable que vous vous livrez à un vrai combat depuis Hitler, car en somme les juifs. voulais un génocide pour les musulmans comme pour les chrétiens mais en vain. Je vous rappelle que vous annoncez vivement l'apocalypse et n",1
657,@Azyllor HAHAHAHAHA PLUTÔT CREVÉ,0
658,@Minidoo101 @DIVIZIO1 Passe nazi,1
659,@mnrvplus Pas le descendant de Hitler pour rien,1
660,@thesweetlifeof_ Mdr g rien compris la😭😭 comment ca ta creve au peage,0
661,@chrlzynski Oe et ton voisin de droite est un nazi blond,1
662,@Laiachocolat1 🤣🤣🤣Lui il denoncerait les juifs à Hitler en personne,1
663,Ciotti est un nazi-fachiste depuis 5 mn https://t.co/cEmQzIlhcT,1
664,"""Ça fait 0,06% d'électeurs prêts à voter pour un nazi, et 0,058% pour l'extrême-droite.
",1
665,@Marqueupeutoi Ça va être marxiste leniniste tendance nazi mdrrrrrrrrrr,1
666,"@WillyForest Non mais toi t es un rigolo! Te faut faire un tour dans un centre psychiatrique sérieux ! Mais rien, vraiment rien est en accord ! Arrete de t inventé une vie, parce que pour avoir des propos haineux dans tout tes Twitts, vulgaire,  et en a",0
667,La présidentielle la plus nazi de tout les temps here we goooooo,1
668,@AxelBrrg @SSLazio_FR Suis-je nazi du coup si je comprends bien je supporte la lazio donc je suis nazi en plus je serbe j’ai tout le cliché pour être un facho tu trouve pas ?,0
669,"Ptdr quel accueil, le cordon ombilical même pas coupé qu’on te traite déjà de nègre djdkdkdkd https://t.co/U3zZxErC2R",0
670,"""@Im_InChrist Hitler a massacré des innocents,et que fait la majorité @AssembleeNat ? Du fait que ces innocents sont muets, elle se permet d'éradiquer le vivant,alors qu'elle est sensible à la souffrance animale!
",0
671,@JLMelenchon Cet ambassadeur est un pauvre vulgaire barbare nazi gaulois qui ne maitrise pas les règles élémentaires de la diplomatie,1
672,@OuidaccordOK Dans d’autres écrits c’était : « plutôt Hitler que le communisme » !,0
673,@ZemmourEric Le pouvoir nazi de Youtube !,1
674,"""@theo_dosie Welcome to the new Nazi Order ! 
",1
675,"""@DhimmiHendrix @WXelka Bah tu défends Rouillan.
",0
676,"""@foot_inside @JoseMar96968638 La maladies la à peine fait souffrir que ça en était de trop, et il création, piqué moi, je souffre de trop !! 😁😅🤣
",0
677,"""@AldoSterone111 Le droit des peuples européens à disposer d'eux-mêmes, à rester eux-mêmes, et à l'intégrité territoriale de leurs nations, depuis la seconde guerre mondiale c'est associé au nationalisme nazi/fasciste.
",0
678,"@Biaise J'ai gérbé/me suis evanouit plusieurs fois en cours d'eps parce qu'on m'avait poussé trop loin à coup d'humiliation. Des années plus tard j'apprends que je souffre d'asthme et d'hypotension chronique, donc le cardio est dangereux pour moi. Ma",0
679,"""@LeChatJaponais Bref, one ne critique pas le nazisme en faisant remarquer à Hitler qu'il n'est pas grand blond aux yeux bleus.
",0
680,je creve de rire il fout quoi inseong sur bbl là,0
681,William thomas il est passé de vrai negro à overseas la vrai évolution,1
682,Si j’me demande pas 294 fois par jour ce que je fous en prépa je crève,0
683,"""@Napo1852 Cela est seulement possible grâce au Z.
",1
684,"""Swèèèr ço vo ?
",0
685,@aucunnomdelibre @annick_OL @CommanderTorenn @Dadoo5152 @AlainDuhamel La famille des victimes de merah par exemple.,0
686,"Les présidentielles de taré qu’on va avoir entre le très raciste Ciotti, le très fils de pute Macron, la très neo nazi Lepen et le très fachiste Zemmourr",1
687,"@zani_christian @ObleDavid @rfemassala Et je suis presque le seul Nègre à échanger avec vous, parce que les autres n'ont pas ma patience car par instinct, ils savent que rien de bon ne peut émaner de types comme vous. Rien de bon.",0
688,En France j'entends car LES TOUT PREMIERS FURENT LES ALLEMANDS de l'opposition à Hitler... ça me fait saigner les doigts et les yeux de mettre une majuscule à ce nom. https://t.co/ZyE6UTE7ml,0
689,@Samia73549047 Zemmour est un nazi ?,0
690,@Cain_Marchegris Hitler pensait aussi agir pour le bien de l'humanité 🤗,0
691,Le neo nazi neo colonialiste Eric Ciotti plébiscité par les militants de droite ☺️,1
692,@StachAlex Vous n'aviez pas remarqué le logo de Bitcoin ? Il ressemble à la croix nazi et puis Satoshi Nakamoto c'est l'acronyme d'un dictateur à moustache.,0
693,C’est moi où elle a dit “ces bamboula” là??? https://t.co/coBuOGuGpB,0
694,"Débat parallèle mais dire que qlqn est noire c’est pas raciste et “noir” n’est pas un mot interdit genre “M le maudit” faut se ressaisir, la dame a pas crier “oh mon dieu un nègre” https://t.co/aXPCK1Ybel",0
695,"Hitler aussi voulait une Europe fédérale, celle qui fait son chemin sans les panzers https://t.co/q7zFy7fQmG",0
696,@dokter_devroey Idiot en nazi-colaborant,0
697,Mmmddddrrr elle plaide en faveur de l’état Nazi https://t.co/eKXoKcEUzJ,0
698,"Qu’il crève, on s’en bat les burnes ! https://t.co/O1EzS0SRZh",0
699,"""Au cours de la  réunion de Strasbourg a été mis en place, à l’été 1944, le système Octogon. Le documentaire révèle les accointances de Konrad Adenauer (présenté anti-nazi) avec les nazis, la non-dénazification dans l’Allemagne d’après-guerre.
",0
700,"""@Hecathia64 Puis même si tu te maquillais wtf? Te justifie pas pour ce bouffon, qu'il crève &lt; 3""; ",0
701,@chelb_r Toi crève oui,0
702,"""Petite promo pour le groupe Grat Strigoi, un groupe écossais de DSBM antifasciste, anti-nazi et anti-alt right 😉
",0
703,"@BOROWSKIMIKE Qu'il crève, si toutefois tout ça est vrai. J'en doute.",0
704,"@Beatrice_Rosen Je ne suis pas pour le pardon de ceux qui ont failli envers la sécurité du peuple. Ils devront payer, pas que financièrement, car ce sont des criminels : des gens sont morts : femmes, enfants, hommes, vieillards exterminés par de pseud",0
705,@SergioGeorgini2 @CNEWS La baudruche viens de s'envoler comme un ballon crevé. Il va encore bien retourner sa veste  je ne serai pas surpris,0
706,"@bobo1976bobo @CNEWS Ta oublié le terme facho, et nazi aussi",0
707,«bamboula prcq convenable » bosh https://t.co/8rKObBhOYj,0
708,"Vous vous rappelez quand c’était mal vu de comparer le fait d’enfermer des gens pendant des mois ou d’instaurer un couvre feu pendant des mois, à une certaine forme de fascisme ? Pourtant maintenant, il semble convenable de comparer Éric Moise Zemmour à une certaine forme de nazi",0
709,"Ils ont mis un nazi sans intégrité qui appelle depuis plusieurs mois à favoriser Zemmour au 2eme tour, ce parti est finito",1
710,Mamad' qui crève le ballon sur une grosse intervention 😂https://t.co/ApICDeoPab,0
711,La petite fille de Hitler nous les brise menue ! https://t.co/3CqVHvE553,1
712,Ok c'est la connase d'idf et le nazi chauve,1
713,"J’admire les gens qui brodent, qui arrivent à apporter un pdv original aux choses, moi je suis là « LF Céline? C’est un nazi qui a écrit voyage au bout de la nuit qui est un roman qui a des qualités et voilà »",1
714,@IndominusSIXTY1 @crypthom1 @tristanmf @21Millions_ Ah parce que j'ai répondu à ce thread que je suis d'extrême droite ? bravo le raccourci (il est vrai que tout ce qui n'est pas d'extrême gauche comme vous est considéré comme un nazi n'est ce pas) ,0
715,"""L'amour du virus, ils sont braves tous les 2 et en bavent enlacés, il faudrait peut-être aller les chercher rapidement afin de les oublier à jamais et les  expédier dans un tombeau Viral. Voyez ce que l'Europe a créé, des Monstres. Demain Hitler  sera un petit.
",1
716,"""Et les millions de gens qui veulent voter pour lui sont fous, sans doute !
",0
717,@free2001 par contre toi a part le facisme et hitler que tu met a chaque phrase c est moi qui doute de ton niveau intellectuel et même surtout de ta santé mentale mais quand on reprend des tweets de Gérard Miller le plus grand islamos gauchistes cela v,1
718,"D’ailleurs si vous lisez Mein Kampf (j’aime les phrases qui commencent comme ça) vous remarquerez qu’en vérité Hitler parle très peu des races non blanches, c’est surtout les Slaves qui sont visés comme race inférieure, les Juifs comme corrupteurs de la race… https://t.co/bwkEzCPidy",0
719,@ajplusparodie Saluons au passage le regretté Bruno Ganz qui interprète magistralement le rôle d'Hitler ❤️,0
720,@BFMTV Et alors ! C’EST MON CHOIX SALE NAZI,1
721,Normal vue que c'est le neveu d'Hitler https://t.co/hnAwimaUeY,0
722,@CNEWS Nous avons la un bon NAZI,1
723,#estelleMidi #NonALaVaccinationObligatoire #macron #veran et son ptit pd d'#attal qqchose a ajouter ? ah non cest secret defense durant 50piges le temps que tout le monde creve evidemment https://t.co/iMig4pnCtE,0
724,"""@oliglesias @FredericKoster @rachidowsky13 En tant que correcteur compulsif (aka: grammar nazi) qui se soigne je me limite à corriger trois fautes courantes :
",0
725,Hâte de trouver mon white guy et de pouvoir le tromper allé pou viré et qu’il reconnaisse l’enfant de mon negro locksé,1
726,@baptiste_godamn Un nuage crevé jette ses pointillés sur le sol sec,0
727,"@PeifferVal @LePoint Oui.cette ville est devenu un enfer : criminalité délirante et impunie, impôts locaux confiscatoires, coût de la vie parisien, bouchons organisés par les écolo nazi socialistes qui gele les habitants du centre, dealers tous les ",0
728,"""@EricGuillemet @HL_iberty @BFMTV Toi tu as inventé la roue on dirait.
",0
